listing_id,date
6695,2014-06-09
6695,2014-07-13
6695,2014-08-06
6695,2014-08-12
6695,2014-09-02
6695,2014-09-07
6695,2014-09-15
6695,2014-10-15
6695,2014-10-25
6695,2015-03-17
6695,2015-10-24
6695,2016-01-01
6695,2016-03-01
6695,2016-04-24
6695,2016-05-26
6695,2016-11-08
6695,2016-11-13
6695,2016-11-26
6695,2016-12-02
6695,2016-12-30
6695,2017-04-03
6695,2017-04-09
6695,2017-04-29
6695,2017-05-22
6695,2017-08-29
6695,2017-09-27
6695,2017-10-07
6695,2017-10-28
6695,2017-11-20
6695,2017-12-10
6695,2017-12-19
6695,2017-12-27
6695,2017-12-30
6695,2018-01-03
6695,2018-04-17
6695,2018-04-24
6695,2018-04-29
6695,2018-06-01
6695,2018-07-25
6695,2018-08-14
6695,2018-08-18
6695,2018-08-23
6695,2018-08-26
6695,2018-09-14
6695,2018-09-23
6695,2018-10-02
6695,2018-10-10
6695,2018-10-12
6695,2018-10-15
6695,2018-11-01
6695,2018-11-12
6695,2018-11-18
6695,2018-11-25
6695,2019-04-13
6695,2019-04-18
6695,2019-04-22
6695,2019-04-25
6695,2019-05-02
6695,2019-05-05
6695,2019-05-16
6695,2019-05-21
6695,2019-05-26
6695,2019-05-28
6695,2019-06-01
6695,2019-06-11
6695,2019-06-14
6695,2019-06-19
6695,2019-06-23
6695,2019-06-26
6695,2019-06-27
6695,2019-07-15
6695,2019-07-23
6695,2019-08-08
6695,2019-08-25
6695,2019-08-28
6695,2019-09-11
6695,2019-09-18
6695,2019-09-22
6695,2019-09-25
6695,2019-10-05
6695,2019-10-22
6695,2019-10-26
6695,2019-11-02
8789,2014-08-12
8789,2014-09-19
8789,2014-10-12
8789,2014-10-22
8789,2014-12-23
8789,2015-01-26
8789,2015-04-24
8789,2015-05-29
8789,2015-08-20
8789,2015-08-25
8789,2015-12-01
8789,2016-02-06
8789,2016-04-07
8789,2016-04-23
8789,2018-03-31
8789,2018-06-24
8789,2018-08-06
8789,2018-08-27
8789,2018-09-12
8789,2018-10-17
8789,2018-10-26
8789,2018-12-20
8789,2019-05-31
8789,2019-09-30
10730,2009-09-21
10730,2009-10-04
10730,2009-10-19
10730,2009-10-25
10730,2009-11-15
10730,2010-04-22
10730,2010-05-11
10730,2010-08-16
10730,2013-04-10
10730,2014-05-22
10730,2014-06-22
10730,2014-07-22
10730,2014-08-27
10730,2014-10-01
10730,2015-03-01
10730,2015-04-16
10730,2015-05-15
10730,2015-08-01
10730,2015-08-31
10730,2015-10-12
10730,2015-11-29
10730,2017-07-18
10730,2017-08-14
10730,2017-08-23
10730,2017-09-08
10730,2017-10-08
10730,2017-10-25
10730,2019-03-22
10730,2019-05-14
10730,2019-09-14
10811,2016-01-09
10811,2016-04-05
10811,2016-06-01
10811,2016-11-21
10811,2017-03-20
10811,2017-04-08
10811,2018-09-30
10811,2019-06-27
10811,2019-07-22
10813,2016-05-23
10813,2017-10-23
10813,2017-10-26
10813,2017-10-29
10813,2017-11-01
10813,2017-11-07
10813,2017-11-09
10813,2017-11-13
10813,2017-11-16
10813,2017-11-21
10813,2017-12-02
10813,2017-12-02
10813,2017-12-27
10813,2017-12-29
10813,2017-12-30
10813,2017-12-30
10813,2018-01-02
10813,2018-01-02
10813,2018-01-06
10813,2018-01-07
10813,2018-02-03
10813,2018-02-03
10813,2018-02-03
10813,2018-02-11
10813,2018-02-11
10813,2018-02-11
10813,2018-02-14
10813,2018-02-14
10813,2018-02-19
10813,2018-03-17
10813,2018-04-22
10813,2018-04-22
10813,2018-04-22
10813,2018-05-03
10813,2018-05-23
10813,2018-06-06
10813,2018-06-14
10813,2018-07-15
10813,2018-07-15
10813,2018-07-29
10813,2018-08-01
10813,2018-08-22
10813,2018-09-05
10813,2018-09-12
10813,2018-09-23
10813,2018-09-23
10813,2018-09-23
10813,2018-09-23
10813,2018-11-07
10813,2018-11-22
10813,2018-12-08
10813,2018-12-08
10813,2018-12-29
10813,2018-12-29
10813,2019-01-12
10813,2019-01-19
10813,2019-02-20
10813,2019-03-17
10813,2019-03-17
10813,2019-04-10
10813,2019-04-15
10813,2019-04-17
10813,2019-04-24
10813,2019-04-24
10813,2019-05-15
10813,2019-06-13
10813,2019-06-14
10813,2019-06-22
10813,2019-07-02
10813,2019-07-03
10813,2019-10-09
10813,2019-10-12
10813,2019-10-13
10813,2019-10-13
10813,2019-10-13
10813,2019-11-06
10813,2019-11-30
10813,2019-11-30
10986,2016-05-23
10986,2016-05-23
18711,2010-05-12
18711,2010-06-01
18711,2010-07-29
18711,2010-10-14
18711,2011-06-05
18711,2011-06-22
18711,2011-08-26
18711,2011-10-24
18711,2012-06-30
18711,2012-07-12
18711,2012-08-09
18711,2012-10-18
18711,2014-04-06
18711,2014-06-13
18711,2015-01-06
18711,2015-03-05
18711,2015-05-19
18711,2017-04-09
18711,2017-05-07
18711,2017-05-14
18711,2017-06-07
18711,2017-06-18
18711,2017-07-21
18711,2017-08-10
18711,2017-09-04
18711,2017-10-02
18711,2017-10-09
18711,2017-10-16
18711,2017-11-01
18711,2017-11-25
18711,2017-12-03
18711,2017-12-26
18711,2018-03-14
18711,2018-03-27
18711,2018-05-09
18711,2018-06-08
18711,2018-06-26
18711,2018-07-15
18711,2018-08-02
18711,2018-08-13
18711,2018-08-23
18711,2018-09-07
18711,2018-11-05
18711,2019-03-08
18711,2019-03-14
18711,2019-03-20
18711,2019-04-01
18711,2019-04-29
18711,2019-05-19
18711,2019-05-21
18711,2019-08-11
18711,2019-10-05
22354,2011-08-02
22354,2011-08-08
22354,2011-08-19
22354,2011-09-05
22354,2011-09-25
22354,2011-10-10
22354,2011-10-16
22354,2011-10-18
22354,2011-10-24
22354,2011-10-25
22354,2011-10-30
22354,2011-11-01
22354,2011-11-07
22354,2011-11-14
22354,2012-03-13
22354,2012-03-18
22354,2012-03-23
22354,2012-04-08
22354,2012-04-14
22354,2012-04-16
22354,2012-04-21
22354,2012-04-23
22354,2012-05-22
22354,2012-06-13
22354,2012-06-29
22354,2012-07-02
22354,2012-07-10
22354,2012-07-23
22354,2012-07-28
22354,2012-07-29
22354,2012-08-12
22354,2012-08-20
22354,2012-09-14
22354,2012-10-22
22354,2013-01-07
22354,2013-04-01
22354,2013-04-16
22354,2013-05-06
22354,2013-05-11
22354,2013-05-13
22354,2013-05-27
22354,2013-06-06
22354,2013-06-08
22354,2013-06-28
22354,2013-06-29
22354,2013-07-15
22354,2013-07-21
22354,2013-07-22
22354,2013-07-23
22354,2013-07-24
22354,2013-08-01
22354,2013-08-20
22354,2013-08-23
22354,2013-08-26
22354,2013-09-19
22354,2013-09-20
22354,2013-09-24
22354,2013-09-26
22354,2013-09-27
22354,2013-10-04
22354,2013-10-10
22354,2013-10-17
22354,2013-10-25
22354,2013-10-31
22354,2013-11-03
22354,2013-11-11
22354,2013-11-19
22354,2013-11-25
22354,2013-12-08
22354,2013-12-14
22354,2013-12-23
22354,2013-12-28
22354,2014-01-02
22354,2014-01-20
22354,2014-02-24
22354,2014-03-09
22354,2014-03-11
22354,2014-04-03
22354,2014-04-10
22354,2014-04-23
22354,2014-04-24
22354,2014-04-27
22354,2014-04-29
22354,2014-04-30
22354,2014-05-16
22354,2014-05-19
22354,2014-05-22
22354,2014-05-23
22354,2014-05-26
22354,2014-05-29
22354,2014-05-31
22354,2014-06-03
22354,2014-06-06
22354,2014-06-12
22354,2014-06-13
22354,2014-06-14
22354,2014-06-16
22354,2014-06-19
22354,2014-06-25
22354,2014-06-29
22354,2014-06-30
22354,2014-07-05
22354,2014-07-06
22354,2014-07-11
22354,2014-07-18
22354,2014-07-20
22354,2014-07-22
22354,2014-07-22
22354,2014-07-24
22354,2014-07-26
22354,2014-08-02
22354,2014-08-05
22354,2014-08-07
22354,2014-08-10
22354,2014-08-11
22354,2014-08-13
22354,2014-08-21
22354,2014-08-23
22354,2014-08-28
22354,2014-09-02
22354,2014-09-14
22354,2014-09-16
22354,2014-09-20
22354,2014-09-21
22354,2014-09-22
22354,2014-09-29
22354,2014-10-01
22354,2014-10-10
22354,2014-10-11
22354,2014-10-12
22354,2014-10-14
22354,2014-10-20
22354,2014-10-22
22354,2014-10-24
22354,2014-10-27
22354,2014-10-28
22354,2014-10-31
22354,2014-11-03
22354,2014-11-05
22354,2014-11-07
22354,2014-11-10
22354,2014-11-12
22354,2014-11-13
22354,2014-11-15
22354,2014-11-29
22354,2014-12-23
22354,2015-01-03
22354,2015-01-07
22354,2015-02-15
22354,2015-03-12
22354,2015-04-02
22354,2015-04-08
22354,2015-04-13
22354,2015-04-22
22354,2015-04-28
22354,2015-05-03
22354,2015-05-05
22354,2015-05-10
22354,2015-05-18
22354,2015-05-30
22354,2015-06-05
22354,2015-06-14
22354,2015-06-17
22354,2015-06-26
22354,2015-06-27
22354,2015-06-29
22354,2015-07-12
22354,2015-07-18
22354,2015-07-20
22354,2015-07-27
22354,2015-07-30
22354,2015-08-03
22354,2015-08-08
22354,2015-08-10
22354,2015-08-16
22354,2015-08-18
22354,2015-08-24
22354,2015-08-30
22354,2015-09-04
22354,2015-09-08
22354,2015-09-13
22354,2015-09-16
22354,2015-09-23
22354,2015-09-25
22354,2015-09-28
22354,2015-10-01
22354,2015-10-03
22354,2015-10-05
22354,2015-10-07
22354,2015-10-18
22354,2015-10-22
22354,2015-10-24
22354,2015-10-26
22354,2015-10-28
22354,2015-10-29
22354,2015-11-02
22354,2015-11-14
22354,2015-12-20
22354,2016-03-19
22354,2016-04-16
22354,2016-05-01
22354,2016-05-08
22354,2016-05-10
22354,2016-05-12
22354,2016-05-16
22354,2016-06-03
22354,2016-06-06
22354,2016-06-08
22354,2016-06-22
22354,2016-07-15
22354,2016-07-28
22354,2016-08-04
22354,2016-08-07
22354,2016-08-10
22354,2016-08-10
22354,2016-09-04
22354,2016-09-18
22354,2016-09-18
22354,2016-09-23
22354,2016-09-29
22354,2016-10-06
22354,2016-10-08
22354,2016-10-10
22354,2016-10-13
22354,2016-10-15
22354,2016-10-18
22354,2016-10-24
22354,2016-10-26
22354,2016-11-06
22354,2016-11-11
22354,2016-11-12
22354,2016-11-13
22354,2016-11-15
22354,2016-12-16
22354,2017-03-13
22354,2017-04-25
22354,2017-04-27
22354,2017-05-10
22354,2017-05-25
22354,2017-05-28
22354,2017-06-04
22354,2017-06-11
22354,2017-06-16
22354,2017-06-28
22354,2017-07-14
22354,2017-07-22
22354,2017-07-30
22354,2017-08-20
22354,2017-09-01
22354,2017-09-04
22354,2017-09-26
22354,2017-10-04
22354,2017-10-08
22354,2017-10-11
22354,2017-10-14
22354,2017-10-17
22354,2017-11-02
22354,2017-11-17
22354,2017-11-30
22354,2017-12-10
22354,2017-12-22
22354,2018-01-02
22354,2018-02-19
22354,2018-03-04
22354,2018-03-11
22354,2018-03-13
22354,2018-03-17
22354,2018-04-07
22354,2018-04-08
22354,2018-04-17
22354,2018-04-21
22354,2018-05-04
22354,2018-05-14
22354,2018-05-27
22354,2018-06-08
22354,2018-06-23
22354,2018-07-13
22354,2018-07-16
22354,2018-07-18
22354,2018-08-09
22354,2018-08-21
22354,2018-08-22
22354,2018-09-05
22354,2018-09-09
22354,2018-09-15
22354,2018-09-26
22354,2018-09-28
22354,2018-10-05
22354,2018-10-15
22354,2018-10-19
22354,2018-11-04
22354,2018-11-10
22354,2018-11-16
22354,2019-03-17
22354,2019-03-31
22354,2019-04-10
22354,2019-04-28
22354,2019-05-03
22354,2019-05-12
22354,2019-05-23
22354,2019-06-08
22354,2019-06-12
22354,2019-06-14
22354,2019-07-19
22354,2019-08-07
22354,2019-08-15
22354,2019-08-22
22354,2019-09-07
22354,2019-09-20
22354,2019-09-27
22354,2019-10-11
22354,2019-10-20
22354,2019-10-27
22354,2019-11-04
22354,2019-11-12
24240,2010-10-16
24240,2010-10-24
24240,2010-10-29
24240,2010-11-08
24240,2010-11-13
24240,2011-04-29
24240,2011-06-27
24240,2011-09-15
24240,2012-05-03
24240,2012-05-11
24240,2012-05-18
24240,2012-09-14
24240,2012-09-26
24240,2013-08-07
24240,2013-11-03
24240,2013-11-04
24240,2014-05-20
24240,2014-08-28
24240,2014-10-13
24240,2015-05-01
24240,2015-05-08
24240,2015-05-10
24240,2015-05-26
24240,2015-06-03
24240,2015-07-02
24240,2015-07-18
24240,2015-08-02
24240,2015-08-20
24240,2015-08-30
24240,2015-09-22
24240,2015-09-28
24240,2015-10-08
24240,2015-10-22
24240,2016-07-17
24240,2016-07-26
24240,2016-08-05
24240,2016-08-16
24240,2016-08-27
24240,2016-08-30
24240,2016-09-29
24240,2016-09-30
24240,2016-10-22
24240,2016-10-24
24240,2016-10-27
24240,2016-10-30
24240,2017-05-05
24240,2017-05-15
24240,2017-06-07
24240,2017-06-14
24240,2017-06-26
24240,2017-06-29
24240,2017-07-14
24240,2017-07-26
24240,2017-08-03
24240,2017-08-12
24240,2017-09-12
24240,2017-09-17
24240,2017-09-19
24240,2017-09-24
24240,2017-09-25
24240,2017-10-28
24240,2018-05-08
24240,2018-05-10
24240,2018-05-11
24240,2018-05-14
24240,2018-05-23
24240,2018-05-27
24240,2018-06-07
24240,2018-06-19
24240,2018-06-27
24240,2018-07-12
24240,2018-08-16
24240,2018-08-23
24240,2018-09-07
24240,2018-09-23
24240,2018-09-25
24240,2018-10-02
24240,2018-10-03
24240,2018-10-09
24240,2018-10-21
24240,2018-10-24
24240,2018-10-25
24240,2019-05-05
24240,2019-05-09
24240,2019-05-15
24240,2019-05-18
24240,2019-05-21
24240,2019-05-25
24240,2019-05-27
24240,2019-06-14
24240,2019-07-07
24240,2019-07-14
24240,2019-07-28
24240,2019-07-30
24240,2019-08-03
24240,2019-08-15
24240,2019-08-24
24240,2019-09-02
24240,2019-09-09
24240,2019-09-20
24240,2019-09-28
24240,2019-09-29
24240,2019-10-03
27611,2014-05-25
27611,2014-07-19
27611,2015-03-27
27611,2015-09-21
27611,2015-09-29
27611,2016-03-21
27611,2016-06-18
27611,2016-08-18
27611,2016-10-01
27611,2017-05-30
27611,2017-10-09
27611,2018-05-21
27611,2018-06-11
27611,2018-07-23
27611,2018-09-04
27611,2019-05-05
27611,2019-10-14
27611,2019-10-23
29765,2010-05-24
29765,2010-06-01
29765,2010-06-20
29765,2010-06-23
29765,2010-07-04
29765,2010-07-05
29765,2010-07-09
29765,2010-07-16
29765,2010-07-22
29765,2010-07-28
29765,2010-08-08
29765,2010-08-11
29765,2010-08-14
29765,2010-08-16
29765,2010-09-07
29765,2010-09-15
29765,2010-09-17
29765,2010-09-26
29765,2010-09-30
29765,2010-10-09
29765,2010-10-10
29765,2010-10-17
29765,2010-10-19
29765,2010-10-22
29765,2010-10-26
29765,2010-11-13
29765,2010-11-16
29765,2010-12-06
29765,2011-01-10
29765,2011-01-20
29765,2011-02-16
29765,2011-02-16
29765,2011-02-26
29765,2011-03-18
29765,2011-03-28
29765,2011-04-13
29765,2011-04-16
29765,2011-04-26
29765,2011-05-01
29765,2011-06-06
29765,2011-06-28
29765,2011-07-25
29765,2011-09-14
29765,2011-10-11
29765,2011-10-17
29765,2011-11-29
29765,2012-02-06
29765,2012-02-13
29765,2012-02-16
29765,2012-02-26
29765,2012-03-12
29765,2012-03-28
29765,2012-04-07
29765,2012-04-18
29765,2012-04-21
29765,2012-05-03
29765,2012-05-24
29765,2012-05-26
29765,2012-06-05
29765,2012-07-28
29765,2012-08-14
29765,2012-09-06
29765,2012-09-09
29765,2012-10-11
29765,2012-10-26
29765,2012-10-29
29765,2012-11-10
29765,2012-11-19
29765,2012-12-12
29765,2013-01-15
29765,2013-04-04
29765,2013-07-09
29765,2013-07-14
29765,2013-08-08
29765,2013-10-02
29765,2013-11-01
29765,2013-11-18
29765,2013-11-30
29765,2013-12-04
29765,2013-12-23
29765,2014-02-24
29765,2014-03-10
29765,2014-07-22
29765,2014-07-24
29765,2015-07-05
29765,2015-10-01
29765,2015-12-31
29765,2016-01-03
29765,2016-02-08
29765,2016-03-15
29765,2017-04-16
29765,2017-09-03
29765,2018-10-21
40601,2010-08-27
40601,2011-01-13
40601,2011-01-23
40601,2011-02-09
40601,2012-01-07
40601,2012-02-26
40601,2012-03-13
40601,2012-04-04
40601,2012-04-19
40601,2012-04-23
40601,2012-05-01
40601,2012-05-11
40601,2013-01-15
40601,2013-01-20
40601,2013-04-01
40601,2013-04-22
40601,2013-04-27
40601,2013-07-01
40601,2013-08-04
40601,2013-08-12
40601,2013-08-27
40601,2013-10-03
40601,2013-10-13
40601,2013-10-27
40601,2013-12-24
40601,2014-01-02
40601,2014-01-07
40601,2014-03-04
40601,2014-03-20
40601,2014-04-10
40601,2014-04-15
40601,2014-04-23
40601,2014-05-16
40601,2014-05-25
40601,2014-08-17
40601,2015-01-30
40601,2015-05-31
40601,2015-06-11
40601,2015-06-16
40601,2015-06-27
40601,2015-07-11
40601,2015-07-18
40601,2015-07-26
40601,2015-07-31
40601,2015-08-31
40601,2016-03-09
40601,2016-03-20
40601,2016-06-04
40601,2016-06-09
40601,2016-06-15
40601,2016-06-20
40601,2016-06-25
40601,2016-07-01
40601,2016-08-17
40601,2016-08-31
40601,2016-10-26
40601,2016-11-23
40601,2017-02-17
40601,2017-05-19
40601,2017-07-30
40601,2017-08-05
40601,2017-08-13
40601,2017-10-30
40601,2017-11-09
40601,2017-11-20
40601,2017-12-23
40601,2018-05-05
40601,2018-05-14
40601,2018-06-27
40601,2018-08-04
40601,2018-08-11
40601,2018-12-09
40601,2019-03-11
40601,2019-10-25
40601,2019-11-04
44205,2010-09-07
44205,2010-09-13
44205,2010-09-18
44205,2010-09-25
44205,2010-09-28
44205,2010-10-05
44205,2010-10-10
44205,2010-10-17
44205,2010-10-18
44205,2010-10-21
44205,2010-10-25
44205,2010-10-28
44205,2010-11-02
44205,2010-11-07
44205,2010-11-20
44205,2010-11-21
44205,2011-01-02
44205,2011-04-17
44205,2011-05-01
44205,2011-05-11
44205,2011-06-12
44205,2011-06-28
44205,2011-07-06
44205,2011-07-23
44205,2011-08-29
44205,2011-09-17
44205,2011-09-21
44205,2011-10-04
44205,2011-10-05
44205,2011-10-18
44205,2011-10-30
44205,2011-11-08
44205,2011-11-14
44205,2012-04-04
44205,2012-04-23
44205,2012-04-26
44205,2012-05-13
44205,2012-05-22
44205,2012-05-25
44205,2012-06-07
44205,2012-07-02
44205,2012-07-06
44205,2012-07-09
44205,2012-08-27
44205,2012-09-17
44205,2012-10-04
44205,2012-10-27
44205,2012-10-29
44205,2013-01-31
44205,2013-02-06
44205,2013-06-14
44205,2013-06-20
44205,2013-07-21
44205,2013-08-18
44205,2013-08-26
44205,2013-08-31
44205,2013-09-03
44205,2013-09-21
44205,2013-10-07
44205,2013-10-23
44205,2013-11-15
44205,2013-12-09
44205,2014-01-02
44205,2014-02-01
44205,2014-02-02
44205,2014-02-10
44205,2014-07-11
44205,2014-07-28
44205,2015-05-23
44205,2015-07-01
44205,2015-08-18
44205,2015-11-20
44205,2015-12-15
44205,2015-12-24
44205,2016-08-08
44205,2016-08-29
44205,2016-09-03
44205,2016-11-28
44205,2018-04-17
44205,2018-09-30
44205,2018-10-12
44205,2019-04-16
45987,2010-08-23
45987,2010-08-30
45987,2010-09-27
45987,2010-10-03
45987,2010-10-07
45987,2010-10-09
45987,2010-10-12
45987,2010-10-17
45987,2010-10-26
45987,2010-11-05
45987,2010-11-08
45987,2010-11-11
45987,2010-11-15
45987,2010-11-22
45987,2010-12-02
45987,2011-03-13
45987,2011-03-25
45987,2011-04-17
45987,2011-04-21
45987,2011-05-14
45987,2011-05-16
45987,2011-06-01
45987,2011-06-24
45987,2011-07-06
45987,2011-08-14
45987,2011-09-09
45987,2011-09-13
45987,2011-09-18
45987,2011-09-21
45987,2011-09-25
45987,2011-09-27
45987,2011-10-04
45987,2011-10-08
45987,2011-11-08
45987,2011-11-10
45987,2012-04-25
45987,2012-05-31
45987,2012-06-05
45987,2012-06-24
45987,2012-07-04
45987,2012-07-08
45987,2012-07-24
45987,2012-07-28
45987,2012-08-02
45987,2012-08-21
45987,2012-09-03
45987,2012-09-13
45987,2012-09-20
45987,2012-10-08
45987,2012-10-24
45987,2012-10-31
45987,2012-11-12
45987,2012-11-30
45987,2013-02-09
45987,2013-03-17
45987,2013-04-10
45987,2013-04-22
45987,2013-05-26
45987,2013-06-20
45987,2013-06-25
45987,2013-06-29
45987,2013-08-06
45987,2013-10-01
45987,2013-10-28
45987,2014-04-08
45987,2014-05-20
45987,2014-07-03
45987,2014-07-11
45987,2014-08-08
45987,2014-08-11
45987,2014-09-30
45987,2014-10-03
45987,2014-10-09
45987,2014-12-21
45987,2015-03-29
45987,2015-04-14
45987,2015-04-22
45987,2015-05-13
45987,2015-05-19
45987,2015-05-22
45987,2015-06-26
45987,2015-07-16
45987,2015-07-21
45987,2015-08-01
45987,2015-09-01
45987,2015-09-10
45987,2015-09-25
45987,2015-10-02
45987,2015-11-01
45987,2015-12-23
45987,2016-02-29
45987,2016-04-06
45987,2016-05-06
45987,2016-05-27
45987,2016-06-03
45987,2016-07-22
45987,2016-08-07
45987,2016-08-10
45987,2016-10-04
45987,2016-10-22
45987,2017-04-29
45987,2017-05-05
45987,2017-05-30
45987,2018-08-23
45987,2018-09-06
45987,2018-09-26
45987,2018-10-18
45987,2018-11-09
45987,2018-11-12
45987,2018-11-17
45987,2019-03-20
45987,2019-04-01
45987,2019-04-05
45987,2019-04-16
45987,2019-05-05
45987,2019-05-20
45987,2019-06-08
45987,2019-06-17
45987,2019-06-24
45987,2019-08-03
45987,2019-08-14
45987,2019-09-02
45987,2019-09-06
45987,2019-09-14
45987,2019-09-20
45987,2019-09-29
45987,2019-10-11
45987,2019-10-27
45987,2019-11-02
60029,2011-01-01
60029,2011-01-05
60029,2011-01-08
60029,2011-01-09
60029,2011-01-12
60029,2011-01-17
60029,2011-01-24
60029,2011-02-08
60029,2011-02-25
60029,2011-03-06
60029,2011-03-07
60029,2011-03-14
60029,2011-03-25
60029,2011-04-03
60029,2011-04-09
60029,2011-04-12
60029,2011-04-26
60029,2011-04-28
60029,2011-05-05
60029,2011-05-12
60029,2011-05-15
60029,2011-05-17
60029,2011-05-20
60029,2011-05-23
60029,2011-05-29
60029,2011-06-01
60029,2011-06-03
60029,2011-06-08
60029,2011-06-13
60029,2011-06-23
60029,2011-07-04
60029,2011-07-15
60029,2011-07-24
60029,2011-07-28
60029,2011-08-20
60029,2011-08-27
60029,2011-09-06
60029,2011-09-13
60029,2011-09-16
60029,2011-10-01
60029,2011-10-06
60029,2011-10-10
60029,2011-10-16
60029,2011-10-23
60029,2011-11-01
60029,2011-11-07
60029,2011-11-19
60029,2012-03-04
60029,2012-03-10
60029,2012-03-12
60029,2012-03-19
60029,2012-03-22
60029,2012-03-29
60029,2012-04-09
60029,2012-04-21
60029,2012-05-06
60029,2012-05-14
60029,2012-05-18
60029,2012-05-21
60029,2012-05-28
60029,2012-06-09
60029,2012-06-11
60029,2012-06-13
60029,2012-06-17
60029,2012-06-24
60029,2012-07-01
60029,2012-07-12
60029,2012-07-16
60029,2012-07-21
60029,2012-07-24
60029,2012-07-30
60029,2012-08-16
60029,2012-08-20
60029,2012-08-25
60029,2012-09-17
60029,2012-09-23
60029,2012-10-25
60029,2012-12-09
60029,2013-04-17
60029,2013-04-23
60029,2013-05-11
60029,2013-05-20
60029,2013-05-30
60029,2013-07-01
60029,2013-09-14
60029,2013-09-18
60029,2013-10-26
60029,2013-11-04
60029,2014-10-10
60029,2015-06-07
60029,2015-06-09
60029,2015-06-12
60029,2015-06-19
60029,2015-06-25
60029,2015-06-27
60029,2015-07-13
60029,2015-07-15
60029,2015-07-19
60029,2015-07-23
60029,2015-07-24
60029,2015-08-05
60029,2015-08-14
60029,2015-08-20
60029,2015-08-29
60029,2015-09-01
60029,2015-09-06
60029,2015-10-18
60029,2015-11-15
60029,2016-06-15
60029,2016-07-22
60029,2016-08-14
60029,2016-08-27
60029,2016-08-29
60029,2017-04-09
60029,2017-04-16
60029,2017-05-31
60029,2017-06-12
60029,2017-07-30
60029,2017-09-01
60029,2017-09-30
60029,2017-10-20
60029,2017-11-11
60029,2018-01-05
60029,2018-06-30
60029,2018-08-03
60029,2018-08-06
60029,2018-08-18
60029,2018-09-01
60029,2018-10-06
60029,2018-10-13
60029,2018-12-01
60029,2019-03-19
60029,2019-04-01
60029,2019-04-18
60029,2019-05-20
60029,2019-05-27
60029,2019-06-03
60029,2019-06-07
60029,2019-06-17
60029,2019-07-14
60029,2019-08-13
60356,2013-11-10
60356,2013-12-15
60356,2015-08-01
60356,2016-07-15
60356,2016-07-24
60356,2017-01-09
60356,2017-09-19
60356,2017-10-31
60356,2018-01-04
60356,2018-05-23
60356,2018-06-04
60356,2018-06-20
60356,2018-08-13
60356,2018-09-06
60356,2018-10-01
60356,2018-10-10
60356,2018-10-20
60356,2018-11-05
67774,2012-11-16
67774,2013-10-02
67774,2015-05-17
67774,2015-05-23
67774,2015-05-30
67774,2015-07-10
67774,2015-07-25
67774,2015-07-31
