id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36037605,143-13 Contemporary Modern Flat in Boston!,244600805,Bay Village,,Bay Village,42.34938,-71.06916,Entire home/apt,140,2,39,2019-11-26,7.45,24,90
36037756,143-11 Efficiency Studio in Downtown Boston!,244600805,Bay Village,,Bay Village,42.34858,-71.07045,Private room,109,2,21,2019-11-11,3.99,24,209
36047966,Longwood 1BR w/ Gym + W/D near Fenway Park by Blueground,107434423,Blueground,,Mission Hill,42.33382,-71.10277,Entire home/apt,93,92,0,,,117,365
36101989,Large bedroom with natural colors,27672932,Angel,,Dorchester,42.32101,-71.06847,Private room,95,91,0,,,1,0
36108417,Essex Suite in S. Boston Historic Home w/Breakfast,270846829,John And Kay,,South Boston,42.3369,-71.04496,Private room,175,2,15,2019-11-10,3.19,3,92
36112527,"Close to Boston with  suburban feel, free parking",8015347,Edwin,,West Roxbury,42.2734,-71.16492,Entire home/apt,170,1,1,2019-07-06,0.20,2,61
36113606,3)Allston-Short walk to Harvrd/Queen bd/Priv Bathm,18409308,Marlene,,Allston,42.35839,-71.1264,Private room,100,1,17,2019-11-10,4.95,3,138
36114933,"1)Newly built, priv bath/queen bd, walk to Harvard",18409308,Marlene,,Allston,42.36017,-71.12625,Private room,90,1,25,2019-11-24,6.82,3,168
36143286,New 3bd Apt Walk to Airport/T Mins to DWTN/Casino,271849582,Henry,,East Boston,42.38019,-71.0272,Entire home/apt,200,2,18,2019-11-17,3.83,5,342
36145837,Classic Southie Experience! Spacious Condo #6-2,261664879,Samar,,South Boston,42.33641,-71.04891,Entire home/apt,299,91,19,2019-11-17,3.73,4,180
36165607,Spacious Boston Bedroom 2202 (free street parking),272001812,Antonio,,Dorchester,42.31285,-71.06257,Private room,50,1,29,2019-11-26,8.97,3,145
36179054,"Sunny, upper floor facing the State House!",26988,Anne,,Downtown,42.35739,-71.06155,Entire home/apt,164,91,0,,,10,42
36222738,Renovated 2 BR - 10 Min from Boston City CTR,272437417,Estee Shlomi,,Allston,42.3568,-71.13804,Entire home/apt,279,2,8,2019-11-17,1.75,1,0
36233245,Boston/Logan Area. Steps to Beach & Train to City,272522012,Diana A,,East Boston,42.38543,-71.00865,Entire home/apt,170,1,30,2019-10-29,7.89,1,163
36237250,"Staypineapple Boston, Back Bay King",270119796,A Delightful Hotel,,South End,42.34584,-71.07033,Private room,119,1,0,,,2,353
36259060,Shared bedroom close to Fenway & downtown Boston,261924568,Hugo,,Jamaica Plain,42.32509,-71.10516,Shared room,35,1,0,,,11,354
36263543,walking into summer,260306464,Tim,,Fenway,42.34313,-71.09601,Private room,99,91,0,,,1,90
36269383,"Brand New Luxury Home Near Airport, Casino & Train",101020460,Peter,,East Boston,42.38887,-71.00674,Entire home/apt,215,1,19,2019-12-01,6.00,1,321
36282491,"Staypineapple Boston, South End Corner King",270119796,A Delightful Hotel,,South End,42.34748,-71.07093,Private room,139,1,0,,,2,355
36291586,Luxury Back Bay studio apt NEWLY RENOVATED,155595193,Michelle,,Back Bay,42.35033,-71.08719,Entire home/apt,179,33,0,,,7,361
36299257,Ideal Beacon Hill 1BR w/ W/D in unit near Esplanade by Blueground,107434423,Blueground,,Beacon Hill,42.35952,-71.06387,Entire home/apt,110,92,0,,,117,195
36299453,"Stunning Beacon Hill Studio near Esplanade & Redline, by Blueground",107434423,Blueground,,Beacon Hill,42.35814,-71.06571,Entire home/apt,79,92,0,,,117,168
36304071,Sunny & Sweet studio on Beacon Street,273024601,Pamela,,Back Bay,42.35315,-71.07683,Entire home/apt,150,2,38,2019-11-16,7.97,1,65
36318160,"Comfy + Convenient + Relaxed, Downtown  nearby.",33187416,Timothy,,Dorchester,42.30063,-71.05052,Private room,50,1,12,2019-10-07,2.61,1,359
36321848,Beautiful brownstone in South End,247641760,Enia,,Roxbury,42.33465,-71.08287,Entire home/apt,350,91,1,2019-11-29,1,7,269
36331980,"Lux Back Bay Studio near Boston Common & Prudential Ctr, by Blueground",107434423,Blueground,,Back Bay,42.34849,-71.09005,Entire home/apt,119,92,0,,,117,304
36349783,Spacious & Modern Room | Close to TD Garden,133407298,Florencia,,Downtown,42.36331,-71.0626,Private room,109,2,14,2019-11-14,2.92,8,86
36388474,7Cozy bedroom close to fenway & Downtown Boston,261924568,Hugo,,Jamaica Plain,42.32525,-71.10496,Private room,55,1,3,2019-11-18,1.58,11,360
36388582,Shared bedroom close to fenway & Downtown Boston,261924568,Hugo,,Jamaica Plain,42.32519,-71.10537,Shared room,40,1,12,2019-10-27,2.75,11,338
36402969,Convenient Back Bay Studio w/ W/D near Prudential Center by Blueground,107434423,Blueground,,Back Bay,42.34885,-71.09032,Entire home/apt,196,92,0,,,117,88
36414562,"Blue Screen - Penthouse Condo, Amazing City Views",66761684,Layomi,,Dorchester,42.2828,-71.06629,Private room,60,1,40,2019-11-20,8.11,1,3
36423296,Incredible Location Newly Renovated,273851969,Ryan,,Back Bay,42.35135,-71.08342,Entire home/apt,136,91,2,2019-09-18,0.62,1,179
36439921,Private room floor 3 room #5,209395207,Belkis,,Jamaica Plain,42.31555,-71.09971,Private room,42,29,2,2019-10-21,0.63,8,201
36483254,New private & modern room | close to TD Garden,133407298,Florencia,,Downtown,42.36602,-71.06385,Private room,109,2,11,2019-11-10,2.26,8,85
36483768,Nice Apt 2bed/2bath | Close to TD Garden,133407298,Florencia,,West End,42.36323,-71.06428,Entire home/apt,270,1,0,,,8,85
36486967,Eclectic and Private 1-2 Bedroom with Porches,8829658,Anais,,Dorchester,42.28995,-71.05415,Entire home/apt,140,91,12,2019-10-06,2.73,1,0
36518454,Shared bedroom close to Fenway & downtown,261924568,Hugo,,Jamaica Plain,42.32516,-71.10483,Shared room,35,1,0,,,11,365
36527382,"Cozy, sun-lit room a block from the green line!",22800940,Andrea,,Brighton,42.3414,-71.14817,Private room,69,91,1,2019-08-31,0.31,1,0
36528015,Explore Rozzi in private in-law suite w/ home gym,63575,Kate,,Roslindale,42.27714,-71.14021,Entire home/apt,90,1,30,2019-11-30,6.72,1,100
36529493,Dada’s sweet home in Brookline,112783203,Amanda,,Brighton,42.33694,-71.15174,Private room,100,91,1,2019-07-28,0.23,1,0
36551230,Boston Rooftop Retreat,2964887,Chandra,,Roxbury,42.32996,-71.09384,Entire home/apt,250,2,15,2019-11-04,4.79,1,57
36558608,"The Whitney Boston, Classic King",270304636,The Whitney,,Beacon Hill,42.36026,-71.07195,Private room,1000,1,0,,,6,308
36558814,"The Whitney Boston, Classic Double Queen",270304636,The Whitney,,West End,42.36127,-71.07077,Private room,1000,1,0,,,6,300
36559003,"The Whitney Boston, Charles River View King",270304636,The Whitney,,Beacon Hill,42.35971,-71.07064,Private room,1000,1,0,,,6,301
36559156,"The Whitney Boston, Beacon Hill City View King",270304636,The Whitney,,Beacon Hill,42.36031,-71.07212,Private room,1000,1,0,,,6,301
36559340,"The Whitney Boston, Charles River View Corner King",270304636,The Whitney,,Beacon Hill,42.35944,-71.07019,Private room,1000,1,0,,,6,298
36559632,"The Whitney Boston, Premium King Suite",270304636,The Whitney,,Beacon Hill,42.36124,-71.07244,Private room,1000,1,0,,,6,297
36585702,Homey Beacon Hill 1BR near Mass Gen Hospital by Blueground,107434423,Blueground,,Beacon Hill,42.35988,-71.06506,Entire home/apt,166,92,0,,,117,6
36621324,Sunny and Spacious Furnished Brighton Studio,266312920,STARS Of,,Brighton,42.34256,-71.15567,Entire home/apt,125,28,0,,,13,330
36621326,Downtown Boston Bay Village Furnished Studio,266312920,STARS Of,,Bay Village,42.34884,-71.06685,Entire home/apt,180,28,0,,,13,362
36622151,Renovated Furnished Apartment in Cambridge Home,266312920,STARS Of,,Brighton,42.33954,-71.14531,Entire home/apt,185,30,0,,,13,307
36622810,Charlestown 2 Bed/2 Bath with FREE parking & Wi-Fi,65820663,Elly,,Charlestown,42.37667,-71.05149,Entire home/apt,200,1,20,2019-11-24,6.38,1,230
36636807,"Clean,beautiful room in Brighton -AC and parking .",251933716,Merve,,Brighton,42.35531,-71.16502,Private room,79,91,3,2019-08-07,0.64,2,152
36640907,"A+ Location, Fan Favorite, Central AC!",261436898,Queen,,South End,42.34349,-71.07184,Entire home/apt,150,2,8,2019-11-08,1.73,1,236
36664626,Luxury Amenities - Close to Convention Center,154342968,Sarah,,South Boston Waterfront,42.35028,-71.04586,Entire home/apt,299,91,2,2019-08-27,0.55,3,362
36687285,Private condo great for work trips,463127,Janice,,South End,42.33755,-71.07566,Entire home/apt,200,91,3,2019-08-14,0.63,1,0
36700174,"Convenient, furnished 1BR in the heart of Boston",275849638,"Bridget, Steven And Nils",,Downtown,42.35853,-71.05526,Entire home/apt,204,2,24,2019-11-25,5.14,20,166
36720154,1private bedroom close to all Boston attractions#4,247641760,Enia,,Roxbury,42.33587,-71.08441,Private room,87,91,0,,,7,238
36746220,Lovely Fenway Park 1BR close to Green Line by Blueground,107434423,Blueground,,Fenway,42.3425,-71.0967,Entire home/apt,158,92,0,,,117,8
36758550,0 Studio close to fenway & Downtown Boston,261924568,Hugo,,Jamaica Plain,42.32546,-71.10386,Private room,160,1,3,2019-11-21,0.74,11,279
36759818,1b1b Luxury apartment in the heart of Boston,242588878,Yi,,Back Bay,42.35376,-71.0769,Entire home/apt,280,91,0,,,1,177
36760583,Shared Apartment- Red Sox Room,265284433,Elizabeth & Iva,,Dorchester,42.30885,-71.07263,Private room,95,1,11,2019-11-05,2.60,5,73
36760873,Shared Apartment- Celtics Room,265284433,Elizabeth & Iva,,Dorchester,42.30883,-71.07179,Private room,80,1,8,2019-10-28,1.75,5,76
36761473,Shared Apartment- Bruins Room,265284433,Elizabeth & Iva,,Dorchester,42.30889,-71.07271,Private room,77,1,9,2019-10-27,2.21,5,73
36766020,Bright room in an amazing (Website hidden by Airbnb) and parking,251933716,Merve,,Brighton,42.35538,-71.16359,Private room,79,91,2,2019-08-11,0.43,2,277
36766327,Cozy 2-bdrm. condo 15 mins. to downtown Boston,44686100,Vidal,,East Boston,42.36562,-71.03577,Entire home/apt,179,2,28,2019-11-29,6.04,1,222
36770685,"Airy, Modern 1BR sleeps 4 downtown Boston",275849638,"Bridget, Steven And Nils",,Downtown,42.357,-71.05494,Entire home/apt,157,1,28,2019-11-25,6.22,20,196
36771929,"Fantastic 1BR Apt in Financial District, Boston",275849638,"Bridget, Steven And Nils",,Downtown,42.35878,-71.05357,Entire home/apt,239,2,22,2019-11-30,4.85,20,165
36775500,Spacious 4BD/1BA City Apartment with FREE Parking,265284433,Elizabeth & Iva,,Dorchester,42.3095,-71.07147,Entire home/apt,295,1,1,2019-09-17,0.38,5,70
36782969,Cozy Beacon Hill 1BR w/ W/D near Mass gen Hospital by Blueground,107434423,Blueground,,Beacon Hill,42.36016,-71.06406,Entire home/apt,210,92,0,,,117,127
36788751,Awesome 2 bedroom apartment w/ 1.5 baths Downtown,275849638,"Bridget, Steven And Nils",,Downtown,42.35771,-71.05511,Entire home/apt,331,2,23,2019-11-24,4.93,20,195
36789366,Beautiful 2 Bedroom Financial District Apartment,275849638,"Bridget, Steven And Nils",,Downtown,42.35836,-71.05361,Entire home/apt,333,2,32,2019-11-22,7.27,20,201
36789736,Elegant 2BD/2BA furnished apartment in FiDi,275849638,"Bridget, Steven And Nils",,Downtown,42.3589,-71.0554,Entire home/apt,303,2,25,2019-12-01,5.68,20,196
36790111,Exceptional 1BR Apartment in Downtown Boston!,275849638,"Bridget, Steven And Nils",,Downtown,42.35854,-71.05446,Entire home/apt,177,1,27,2019-11-17,6.04,20,172
36791709,Classic Downtown 2bed 2bath apartment,275849638,"Bridget, Steven And Nils",,Downtown,42.35829,-71.05389,Entire home/apt,312,2,30,2019-12-01,6.43,20,195
36792091,Fabulous 2bed 2bath apartment downtown Boston,275849638,"Bridget, Steven And Nils",,Downtown,42.35847,-71.05469,Entire home/apt,312,2,25,2019-11-25,5.36,20,162
36801089,Luxury 4BR 3.5BA in Fenway w/ Laundry & Roof Deck!,275849638,"Bridget, Steven And Nils",,Fenway,42.34917,-71.09474,Entire home/apt,987,2,26,2019-12-01,5.74,20,186
36881315,Delightful North End Apt - 2br 2BA w/ Laundry!,275849638,"Bridget, Steven And Nils",,North End,42.36468,-71.05186,Entire home/apt,403,2,28,2019-11-24,6.41,20,133
36882109,"Studio Bedroom - Pool, Gym, 360 View, and Coffee",84094315,Niya,,Downtown,42.36475,-71.06238,Entire home/apt,193,2,2,2019-11-10,1.87,1,81
36884572,Beautiful Fully Furnished 1BR Downtown Boston,275849638,"Bridget, Steven And Nils",,Downtown,42.35867,-71.05541,Entire home/apt,224,1,28,2019-11-30,6.83,20,166
36885714,1Br Apartment in Boston's Fenway Neighborhood,275849638,"Bridget, Steven And Nils",,Fenway,42.34935,-71.09388,Entire home/apt,229,1,22,2019-11-13,4.96,20,166
36911216,2bd/1ba Condo with 2 KING Size Beds in Allston,46297394,Jason,,Allston,42.3532,-71.12753,Entire home/apt,269,1,14,2019-10-24,3.50,1,147
36918004,1private bedroom/1single bed in South End Boston#3,247641760,Enia,,Roxbury,42.33534,-71.08435,Private room,104,91,1,2019-11-04,1,7,322
36920373,1private beautiful bedroom in Boston #1,247641760,Enia,,Roxbury,42.33728,-71.08461,Private room,104,91,0,,,7,245
36921988,1 private bedroom with 2 twin beds Boston#2,247641760,Enia,,Roxbury,42.33681,-71.08404,Private room,104,91,0,,,7,0
36969483,Venn | Downtown Crossing | Warm 1-bd,277913848,Venn,,Chinatown,42.35205,-71.0595,Entire home/apt,199,2,23,2019-11-14,5.31,6,164
36977405,A Lovely Private Victorian Studio,29218948,Aaron & Catherine,,Dorchester,42.31627,-71.06812,Entire home/apt,105,1,29,2019-11-17,6.49,2,89
36978566,JP Oasis,278017958,Joe,,Jamaica Plain,42.30554,-71.11759,Entire home/apt,165,2,16,2019-11-03,3.81,1,85
37012280,Private Room in Large 2 Bed Apartment Downtown,177535046,Christopher,,Downtown,42.35223,-71.06446,Private room,149,1,7,2019-10-27,1.62,3,149
37013845,2 bedroom Apt by Longwood Area,30283594,Kara,,Mission Hill,42.3321,-71.11267,Entire home/apt,259,15,0,,,87,161
37021350,Elegant & Clean Room close to Subway and Downtown,2707695,Roman,,Dorchester,42.31502,-71.05322,Private room,60,1,11,2019-11-11,2.62,2,167
37068313,"Trendy South Boston 1BR w/ Gym, W/D, Doorman near the T by Blueground",107434423,Blueground,,South Boston Waterfront,42.34201,-71.04936,Entire home/apt,202,92,0,,,117,216
37085614,Quiet Street garden views,147256535,Jan,,Roslindale,42.2783,-71.13935,Entire home/apt,120,91,0,,,2,365
37100024,PERFECT LOCATION for your Boston Staying!欢迎来到波士顿,279073327,Ray,,Fenway,42.34146,-71.09456,Entire home/apt,225,2,18,2019-11-23,4.29,1,161
37115887,Private Master Room in Large 2-Bed Apt. Downtown,177535046,Christopher,,Back Bay,42.35194,-71.07558,Private room,149,1,4,2019-11-03,1.58,3,147
37116546,Huge 2-Bedroom Apartment Home Downtown Boston,177535046,Christopher,,Back Bay,42.35239,-71.07543,Entire home/apt,399,2,0,,,3,37
37151821,Sonder | Hancock Suites | Chic 1BR,224829568,Sonder (Boston),,Beacon Hill,42.35931,-71.06447,Entire home/apt,154,2,2,2019-08-26,0.57,27,236
37152036,Sonder | Hancock Suites | Airy 1BR,224829568,Sonder (Boston),,Beacon Hill,42.35951,-71.06504,Entire home/apt,147,2,6,2019-10-21,1.75,27,236
37154500,Classic 2Bed 2Bath Apartment w/ patio in Back Bay,275849638,"Bridget, Steven And Nils",,Back Bay,42.3528,-71.08184,Entire home/apt,289,2,29,2019-12-01,6.96,20,187
37161496,PERFECT location in heart of Chinatown!欢迎来到波士顿,279161917,Tyler,,Chinatown,42.34752,-71.06109,Entire home/apt,600,2,4,2019-08-22,1.12,1,164
37171429,in the Heart of BOSTON Apt 8 Room 1,179930022,David,,Allston,42.35077,-71.13765,Private room,61,2,6,2019-11-04,1.89,8,177
37182455,Cozy Double 2 min walk to subway 12 min Downtown,39266840,Maria & Kevin,,Dorchester,42.30044,-71.06159,Private room,90,2,7,2019-11-17,1.93,10,351
37184116,"Beautiful 1BR, large deck, steps from Red Line T",19406410,Eileen,,South Boston,42.32816,-71.05803,Entire home/apt,145,1,4,2019-09-20,0.98,1,16
37184809,Venn | Downtown Crossing | Elegant 2-bd,277913848,Venn,,Chinatown,42.35123,-71.06134,Entire home/apt,287,2,20,2019-11-30,5.00,6,165
37186894,Bright Queen Cozy 3,39266840,Maria & Kevin,,Dorchester,42.29858,-71.06246,Private room,75,2,9,2019-11-09,2.65,10,351
37187420,FANTASTIC location in the HEART of Boston!!欢迎来到波士顿,279643617,Ray,,Back Bay,42.35376,-71.07449,Entire home/apt,300,3,13,2019-11-18,3.15,1,159
37204878,Copley Condos 1bd / 1ba 5,8534462,Corp Condos & Apts,,Back Bay,42.34661,-71.07987,Entire home/apt,400,91,0,,,133,192
37204986,Copley Condos 2bd / 1 ba 1,8534462,Corp Condos & Apts,,Back Bay,42.3462,-71.07882,Entire home/apt,400,91,0,,,133,190
37209442,Hyde Park-Commuter Rail/Amtrak Stop-MBTA access,280065823,Alexandra,,Hyde Park,42.25399,-71.12673,Entire home/apt,125,91,13,2019-11-10,3.55,1,173
37253265,Sonder | Hancock Suites | Lovely 1BR,224829568,Sonder (Boston),,Beacon Hill,42.36007,-71.06521,Entire home/apt,149,2,1,2019-10-28,0.79,27,243
37253472,Sonder | Hancock Suites | Cozy Studio,224829568,Sonder (Boston),,Beacon Hill,42.35999,-71.06323,Entire home/apt,134,2,0,,,27,231
37280981,2 bedroom apartment by Longwood Medical Centers,30283594,Kara,,Mission Hill,42.33231,-71.11093,Entire home/apt,245,91,1,2019-09-11,0.35,87,142
37296051,Back Bay 1 BR with skyline views from EVERY WINDOW,280778187,Danielle,,Back Bay,42.3429,-71.08237,Entire home/apt,120,91,5,2019-09-29,1.24,1,0
37310884,"Sunlit Beacon Hill 1BR w/ Pool, Gym, Doorman, Dog Park by Blueground",107434423,Blueground,,West End,42.36414,-71.06922,Entire home/apt,98,92,0,,,117,353
37340024,"Spacious Downtown 1BR w/ W/D, Doorman, near Chinatown T, by Blueground",107434423,Blueground,,Downtown,42.35798,-71.05343,Entire home/apt,131,92,0,,,117,359
37353570,North End 1 BR in Little Italy,45455727,James,,North End,42.36577,-71.0545,Entire home/apt,195,2,8,2019-11-20,2.58,3,344
37367776,"Middlemarch Rm, Historic S.Boston Home w/Breakfast",270846829,John And Kay,,South Boston,42.33556,-71.04459,Private room,150,2,6,2019-11-17,2.00,3,178
37386681,Brigham Circle 3-Bedroom Apt on T Subway Station,281602481,Colby,,Mission Hill,42.334,-71.10345,Entire home/apt,399,3,14,2019-11-30,4.83,5,274
37393146,Brownstone 2 BR Apartment at Bay Village,4140161,Corporate,,Back Bay,42.35366,-71.07743,Entire home/apt,999,7,2,2019-10-20,1.25,7,289
37393572,Gladiola -Private apt. nr Savin Hill/JFK STR404578,92721057,Ewa,,Dorchester,42.31544,-71.05725,Entire home/apt,129,1,14,2019-12-01,3.50,1,295
37393584,Bay Village 2 Bedroom Apartment,4140161,Corporate,,Back Bay,42.35412,-71.07567,Entire home/apt,999,7,4,2019-11-03,1.48,7,289
37413765,City Beauty-comfortable and safe Apt 3 Room 1,179930022,David,,Allston,42.34873,-71.13752,Private room,61,2,7,2019-10-21,2.04,8,176
37425046,Classy 1 Bedroom Apt - one minute from T & grocery,41888488,Ope,,Dorchester,42.32114,-71.05112,Entire home/apt,100,2,4,2019-10-20,1.28,1,22
37447912,Beautiful place in the heart of South End,18068167,Sidney,,South End,42.33981,-71.07259,Private room,155,1,13,2019-11-10,3.90,1,161
37451040,"Cozy Boston room near Longwood/NEU, free parking",66933948,Titi,,Roxbury,42.32212,-71.08738,Private room,65,28,1,2019-09-12,0.36,1,153
37459877,5 bedrooms&deck*15min-Airport&Downtown*JFKredline,167556315,Karolina,,Dorchester,42.32178,-71.06027,Entire home/apt,300,3,0,,,6,66
37461678,Private basement guest room in a cozy home,82861960,Lelia,,Roslindale,42.27494,-71.13682,Private room,40,2,22,2019-11-24,5.64,2,156
37487261,THE HILLSIDE    ( In Boston's Hip Jamaica Plain!),142465786,Jeremy,,Jamaica Plain,42.31311,-71.12774,Private room,85,3,5,2019-11-11,2.31,1,138
37535057,Authentic Boston Neighborhood Feel !!!,744329,Amilton,,Dorchester,42.30667,-71.07857,Entire home/apt,189,2,11,2019-11-12,3.51,1,102
37568228,in the Heart of BOSTON Apt 8 Room 3,179930022,David,,Allston,42.34932,-71.13667,Private room,61,2,5,2019-11-17,1.92,8,175
37569179,City Beauty-comfortable and safe Apt 3 Room 2,179930022,David,,Allston,42.35037,-71.1373,Private room,61,2,7,2019-11-10,2.66,8,172
37569294,in the Heart of BOSTON Apt 8 Room 4,179930022,David,,Allston,42.34905,-71.13909,Private room,61,2,8,2019-11-10,2.53,8,167
37570017,City Beauty-convenient and safe Apt 3 Room 4,179930022,David,,Allston,42.34957,-71.13705,Private room,61,2,9,2019-11-10,2.87,8,166
37570139,City Beauty-convenient and safe Apt 3 Room 3,179930022,David,,Allston,42.3589,-71.12746,Private room,50,2,3,2019-11-12,0.83,8,156
37570296,in the Heart of BOSTON Apt 8 Room 2,179930022,David,,Allston,42.34867,-71.13683,Private room,65,2,9,2019-11-05,2.62,8,173
37582420,Sunny South end Studio,29890732,Nancy,,South End,42.34278,-71.07295,Entire home/apt,110,2,7,2019-11-11,2.56,1,326
37583345,401 W 1st St Unit 403 - OMICRON,41414501,Robert,,South Boston,42.33685,-71.04345,Entire home/apt,158,91,1,2019-09-14,0.37,1,0
37589402,"Queen Casper Bed, Private Bath Walk to the Airport",8958031,Simon,,East Boston,42.36733,-71.03103,Private room,70,3,5,2019-11-14,1.58,2,14
37676016,"Beautiful house, convenient location",119019,Hermina,,Dorchester,42.29916,-71.06039,Entire home/apt,325,29,0,,,2,361
37683530,Penthouse 1 Bedroom Apartment,3843462,Eric,,Dorchester,42.28993,-71.04819,Entire home/apt,125,2,5,2019-10-27,1.97,2,93
37686932,Modern Cozy 3,39266840,Maria & Kevin,,Dorchester,42.30003,-71.06092,Private room,75,2,13,2019-11-10,3.68,10,352
37705562,Shared room close  to fenway & Downtown Boston.,261924568,Hugo,,Jamaica Plain,42.32506,-71.10327,Shared room,60,1,8,2019-11-16,2.73,11,363
37706731,"Contemporary Seaport Studio w/ Gym, W/D, Doorman, by Blueground(ID #BOS142)",107434423,Blueground,,South Boston Waterfront,42.35233,-71.04399,Entire home/apt,96,92,0,,,117,365
37709158,"Well-Situated South End Studio w/ W/D near T Stops, by Blueground",107434423,Blueground,,Back Bay,42.34354,-71.08344,Entire home/apt,119,92,1,2019-10-31,0.86,117,248
37709576,"Brand New, Luxury 1 Bed Apartment in the North End",697401,Nick,,North End,42.36596,-71.05741,Entire home/apt,145,31,0,,,3,40
37718326,LUXURY CONDO BEST LOCATION IN BOSTON,275833371,Karl,,Downtown,42.35404,-71.06258,Entire home/apt,300,91,0,,,2,365
37719273,Sonder | Seaport District | Lovely 2BR,224829568,Sonder (Boston),,South Boston,42.34143,-71.04998,Entire home/apt,1599,30,4,2019-11-08,1.28,27,122
37744884,3-21 Studio in Boston's Smallest Neighborhood,285344759,Bv,,Bay Village,42.34868,-71.07092,Private room,100,1,10,2019-11-10,4.76,25,181
37748817,Large room 5 mins walk to green T 10 mins to BC,200455160,Mo,,Brighton,42.3439,-71.15325,Private room,55,91,0,,,5,351
37749165,LUxury condo in downtown Boston best location,275833371,Karl,,Downtown,42.35344,-71.06218,Entire home/apt,325,91,0,,,2,358
37768013,Casa de Benny,12982278,Benny,,Roxbury,42.32579,-71.08911,Private room,75,1,13,2019-11-17,3.51,1,139
37769890,hmdA-Cozy room walk to NEU/Ruggles,41932249,Ann,,Mission Hill,42.33246,-71.09592,Private room,89,91,2,2019-08-31,0.60,17,0
37775857,North End 1 BR with Common Roof Deck,45455727,James,,North End,42.3671,-71.05297,Entire home/apt,195,2,12,2019-12-01,4.00,3,344
37780867,Nice Furnished Apt by Theater and Financial,2356643,Voyage,,Back Bay,42.35375,-71.07533,Entire home/apt,200,28,1,2019-08-22,0.29,3,87
37818679,"Quaint Beacon Hill, MGH 2BR w/ W/D near Redline by Blueground",107434423,Blueground,,Beacon Hill,42.36028,-71.06493,Entire home/apt,229,92,0,,,117,110
37823144,Boston Studio Near Downtown,187813188,Booker,,Jamaica Plain,42.31647,-71.10133,Entire home/apt,150,1,6,2019-11-24,3.91,3,169
37831719,Venn | Downtown Crossing | Spacious 1-bd,277913848,Venn,,Chinatown,42.35197,-71.05986,Entire home/apt,239,2,17,2019-11-15,4.72,6,159
37835305,Venn | Boston Common | Modern 2BR,277913848,Venn,,Chinatown,42.35166,-71.05997,Entire home/apt,298,2,15,2019-11-17,4.17,6,150
37841371,New High End Studio @ Convention Center,133407298,Florencia,,South Boston Waterfront,42.35218,-71.04019,Entire home/apt,169,2,15,2019-11-18,4.69,8,25
37853806,5-31 Private Studio Awaits YOU!,285344759,Bv,,Bay Village,42.34947,-71.07054,Private room,100,2,12,2019-11-09,3.75,25,123
37885254,Upscale Location Boston 4 BD Apt. 2 car Driveway .,224040048,Monika,,Dorchester,42.32261,-71.05971,Entire home/apt,250,2,17,2019-11-30,5.67,2,64
37888274,3-42 Efficient Private Studio in Boston!,285344759,Bv,,Bay Village,42.34895,-71.07036,Private room,100,2,14,2019-11-11,4.20,25,199
37888958,143-34 Small Studio Haven in Boston!,285344759,Bv,,Back Bay,42.35204,-71.07098,Private room,100,2,12,2019-11-05,3.60,25,201
37889446,5-33 Modern Private Studio Awaits YOU!,285344759,Bv,,Bay Village,42.34903,-71.07032,Entire home/apt,140,2,19,2019-11-15,6.00,25,93
37912471,"Ideal for Families 2,500 sq ft Charlestown Home",27180387,Jen,,Charlestown,42.37944,-71.06336,Entire home/apt,800,91,0,,,1,363
37927528,Traveling Professional | CoLiving | Private BR -1A,814298,Short Term Rentals Boston,,Roxbury,42.32152,-71.08937,Private room,55,91,0,,,94,337
37927764,Traveling Professional | CoLiving | Private BR -1B,814298,Short Term Rentals Boston,,Roxbury,42.32236,-71.08877,Private room,50,91,0,,,94,0
37927954,Traveling Professional | CoLiving | Private BR -1C,814298,Short Term Rentals Boston,,Roxbury,42.32106,-71.08937,Private room,50,91,0,,,94,231
37928099,Traveling Professional | CoLiving | Private BR -1D,814298,Short Term Rentals Boston,,Roxbury,42.32254,-71.08722,Private room,60,91,0,,,94,349
37931130,Boston private room 2-5,209395207,Belkis,,Jamaica Plain,42.31379,-71.09924,Private room,45,29,0,,,8,317
37956294,Charming East Boston 1BR w/ W/D in unit near Logan Airport by Blueground,107434423,Blueground,,East Boston,42.36707,-71.04097,Entire home/apt,98,92,0,,,117,362
37968399,Sunny Boston Bedroom 2203 (free street parking),272001812,Antonio,,Dorchester,42.31176,-71.06291,Private room,50,1,22,2019-11-30,6.80,3,152
37968480,Cozy Boston Bedroom 2204 (free street parking),272001812,Antonio,,Dorchester,42.3133,-71.06418,Private room,52,1,19,2019-11-09,5.94,3,163
38018931,Sonder | Hancock Suites | Bright 1BR,224829568,Sonder (Boston),,Beacon Hill,42.36081,-71.06498,Entire home/apt,144,2,6,2019-11-17,3.05,27,233
38021735,"(C-21) Back Bay, A+ Location, 2 beds!",260643536,Airbnb,,Back Bay,42.3495,-71.09083,Entire home/apt,149,1,4,2019-11-24,1.69,3,239
38022947,Spacious 3 Bedroom Apartment in East Boston,212237835,Jainny,,East Boston,42.38293,-71.01567,Entire home/apt,180,28,6,2019-10-28,2.07,5,0
38026865,Private bedroom in South Boston nr Downtown 130-1D,26704689,Mac,,South Boston,42.33472,-71.05453,Private room,62,32,0,,,3,275
