id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date_of_data_download,days_since_last_review
6914155,Spacious bedroom close to downtown,36234262,Dorchester,42.315,-71.0564,Private room,59,5,0,,,1,0,2020-01-31,
6914622,"Exquisite 6 Rm Treetop Haven, JP Center, Driveway!",36238599,Jamaica Plain,42.30814,-71.11794,Entire home/apt,190,2,35,2019-11-02,0.65,1,354,2020-01-31,90 days 00:00:00.000000000
6921672,French Country 2bd/2bth Heart of JP,36278389,Jamaica Plain,42.321329999999996,-71.10777,Entire home/apt,250,91,1,2016-08-08,0.02,1,0,2020-01-31,1271 days 00:00:00.000000000
6951567,1 BR in a 2BHK near Fenway Park.,25252103,Fenway,42.34329,-71.09732,Private room,47,91,0,,,1,0,2020-01-31,
6951829,Furnished and spacious 2BR in Boston's Fenway Area,30283594,Fenway,42.34506,-71.10173,Entire home/apt,188,28,10,2019-04-16,0.22,87,364,2020-01-31,290 days 00:00:00.000000000
6983246,"Cozy, Convenient Back Bay Home",35990162,Fenway,42.34415,-71.08795,Entire home/apt,195,4,88,2019-11-18,1.64,1,163,2020-01-31,74 days 00:00:00.000000000
6990904,Cozy JP bedroom near Orange Line T,16337422,Jamaica Plain,42.3153,-71.09976999999999,Private room,150,1,25,2019-05-19,0.47,2,179,2020-01-31,257 days 00:00:00.000000000
6991310,"Modern, bright space in Back Bay",36495581,Back Bay,42.34941,-71.08443,Entire home/apt,250,2,0,,,1,0,2020-01-31,
7018497,2 Bedroom in the heart of Boston,25960013,North End,42.36638,-71.05704,Entire home/apt,200,1,6,2015-10-07,0.11,1,0,2020-01-31,1577 days 00:00:00.000000000
7053454,Basement apartment in Charlestown,36992931,Charlestown,42.38005,-71.06324000000001,Private room,200,1,8,2016-07-29,0.15,1,63,2020-01-31,1281 days 00:00:00.000000000
7054912,North Station Luxury Apartment!,6223931,Downtown,42.36623,-71.05904,Entire home/apt,225,1,2,2015-07-09,0.04,1,0,2020-01-31,1667 days 00:00:00.000000000
7055184,Clean bedroom in Allston,22419290,Allston,42.35507,-71.13263,Private room,35,1,2,2015-08-09,0.04,1,0,2020-01-31,1636 days 00:00:00.000000000
7086825,Private Room near public transport,34552909,Roslindale,42.28228,-71.11681999999999,Private room,50,28,16,2019-10-04,0.3,3,360,2020-01-31,119 days 00:00:00.000000000
7092144,Quiet Convenient Retreat,5689782,Jamaica Plain,42.31848,-71.101,Private room,75,1,10,2018-10-16,0.19,2,79,2020-01-31,472 days 00:00:00.000000000
7093109,Cozy  Apt. 20 Minutes  from Downtown,37177446,Roslindale,42.27697,-71.11776,Entire home/apt,200,2,38,2019-10-27,0.85,2,258,2020-01-31,96 days 00:00:00.000000000
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,Roxbury,42.317040000000006,-71.07979,Private room,34,29,7,2017-05-01,0.13,30,365,2020-01-31,1005 days 00:00:00.000000000
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,Roxbury,42.31711,-71.08078,Private room,34,91,6,2017-06-21,0.12,30,365,2020-01-31,954 days 00:00:00.000000000
7179321,Private bedroom,37610133,East Boston,42.37202,-71.03703,Private room,68,91,17,2017-10-18,0.51,1,0,2020-01-31,835 days 00:00:00.000000000
7181950,Spacious North End 1 BR | 1BA,9410008,North End,42.36503,-71.05099,Entire home/apt,185,2,239,2019-12-01,4.51,18,356,2020-01-31,61 days 00:00:00.000000000
7185881,Room Close to public transportation,16052189,Hyde Park,42.23689,-71.13291,Private room,33,91,11,2019-06-20,0.21,8,338,2020-01-31,225 days 00:00:00.000000000
7214920,Stylish South End 2 Bed w/ Parking & Patio,20062444,South End,42.33683,-71.0695,Entire home/apt,250,2,45,2019-11-10,0.84,1,95,2020-01-31,82 days 00:00:00.000000000
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Dorchester,42.29347,-71.0558,Private room,110,1,117,2019-11-03,2.32,3,0,2020-01-31,89 days 00:00:00.000000000
7239024,M&R Quiet Back Room Parking Bathroom,7988017,Dorchester,42.292629999999996,-71.05575,Private room,100,1,183,2019-11-14,3.42,3,0,2020-01-31,78 days 00:00:00.000000000
7273770,Boston 2 bedroom top floor condo w/balcony!,4191762,Jamaica Plain,42.306059999999995,-71.11516,Entire home/apt,145,91,5,2016-10-09,0.12,1,0,2020-01-31,1209 days 00:00:00.000000000
7279874,One Bedroom right by Fenway Park,2800145,Fenway,42.34831,-71.09199,Entire home/apt,135,3,15,2018-06-24,0.29,1,0,2020-01-31,586 days 00:00:00.000000000
7281884,Charming urban studio,25742899,Roxbury,42.31289,-71.08315999999999,Entire home/apt,56,1,110,2017-08-22,2.07,1,0,2020-01-31,892 days 00:00:00.000000000
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,Jamaica Plain,42.31527,-71.10846,Entire home/apt,130,2,217,2019-11-30,4.14,1,0,2020-01-31,62 days 00:00:00.000000000
7292184,Bright home with lots of character!,11544688,Dorchester,42.29456,-71.05566,Entire home/apt,60,3,23,2018-10-21,0.44,1,0,2020-01-31,467 days 00:00:00.000000000
7293671,Large private bedroom and private bathroom,1037913,Roxbury,42.32725,-71.07559,Private room,80,29,11,2019-03-16,0.21,1,223,2020-01-31,321 days 00:00:00.000000000
7298966,"Quiet, sunny studio, directly on the T",31289781,Brighton,42.341879999999996,-71.14321,Entire home/apt,80,28,5,2018-10-05,0.15,1,10,2020-01-31,483 days 00:00:00.000000000
7308623,Beautiful Apartment in Beacon Hill,36811327,West End,42.36185,-71.06835,Private room,60,91,1,2016-04-18,0.02,1,0,2020-01-31,1383 days 00:00:00.000000000
7309178,Bright room in good location near public transport,22879353,Mission Hill,42.3345,-71.1066,Private room,55,28,7,2019-10-19,0.41,1,0,2020-01-31,104 days 00:00:00.000000000
7310887,Spacious and Sunny Brookline Apartment,38302832,Brighton,42.34554,-71.13819000000001,Entire home/apt,285,3,172,2019-11-11,3.25,1,95,2020-01-31,81 days 00:00:00.000000000
7330494,Private apartment with cozy garden. STR-398119,38403389,South Boston,42.33062,-71.05558,Entire home/apt,150,3,258,2019-11-17,4.85,1,0,2020-01-31,75 days 00:00:00.000000000
7333304,Private Bedroom,38420785,Charlestown,42.38245,-71.0706,Private room,150,1,0,,,1,365,2020-01-31,
7342489,"Beautiful 2Bedroom in the South End, Garden Unit",22348222,South End,42.34558,-71.07669,Entire home/apt,300,1,88,2019-11-30,2.42,54,303,2020-01-31,62 days 00:00:00.000000000
7368611,Full floor apt +private deck in historic South End,38611099,South End,42.34552,-71.06939,Entire home/apt,195,29,161,2019-11-10,3.12,2,88,2020-01-31,82 days 00:00:00.000000000
7395978,Private Bedroom/Bathroom! Allston,24567367,Allston,42.35087,-71.12918,Private room,100,3,3,2015-08-22,0.06,1,0,2020-01-31,1623 days 00:00:00.000000000
7474044,Stylish & Comfortable Newbury St Studio .#5,22348222,Back Bay,42.34935,-71.08201,Entire home/apt,150,1,47,2019-11-28,1.14,54,335,2020-01-31,64 days 00:00:00.000000000
7474855,Stylish & Comfortable Newbury St Studio .#11,22348222,Back Bay,42.349509999999995,-71.08205,Entire home/apt,150,1,102,2019-11-30,2.31,54,334,2020-01-31,62 days 00:00:00.000000000
7475052,"Comfortable Studio in Back Bay, on Newbury St, .#7",22348222,Back Bay,42.35083,-71.08359,Entire home/apt,150,1,109,2019-11-16,2.52,54,261,2020-01-31,76 days 00:00:00.000000000
7475215,Comfortable & Stylish Studio on Newbury St. #2,22348222,Back Bay,42.350970000000004,-71.08144,Entire home/apt,150,1,109,2019-10-27,2.14,54,312,2020-01-31,96 days 00:00:00.000000000
7475379,Stylish & Comfortable Newbury St Studio .#6,22348222,Back Bay,42.35082,-71.08204,Entire home/apt,150,1,151,2019-11-22,3.1,54,308,2020-01-31,70 days 00:00:00.000000000
7475557,Minion? *Family*Massage Chair*Convention 37-1,26704689,South Boston,42.33354,-71.04848,Entire home/apt,225,32,106,2019-08-27,2.4,3,0,2020-01-31,157 days 00:00:00.000000000
7475573,Charming Studio on Boston's iconic Newbury St. #8,22348222,Back Bay,42.35079,-71.08164000000001,Entire home/apt,150,1,100,2019-11-24,2.36,54,296,2020-01-31,68 days 00:00:00.000000000
7476340,"Charming Studio in Boston Brownstone, #44",22348222,South End,42.34323,-71.07749,Entire home/apt,150,1,54,2019-11-24,1.66,54,341,2020-01-31,68 days 00:00:00.000000000
7479725,Sunny bedroom in Allston,17892292,Allston,42.36084,-71.1356,Private room,40,5,13,2016-11-12,0.24,5,0,2020-01-31,1175 days 00:00:00.000000000
7482195,Private room near bus stop,34552909,Roslindale,42.28222,-71.11519,Private room,50,28,2,2018-10-15,0.07,3,304,2020-01-31,473 days 00:00:00.000000000
7497047,Boston Private Room - Clean and quiet close to T,16052189,Hyde Park,42.23594,-71.13246,Private room,31,91,11,2019-06-29,0.21,8,147,2020-01-31,216 days 00:00:00.000000000
7499960,SAFE CENTRAL CITY LOCATION! WalkToWork/Everywhere!,9529655,Fenway,42.35062,-71.09486,Entire home/apt,198,91,15,2018-08-12,0.29,4,362,2020-01-31,537 days 00:00:00.000000000
7511737,Spacious South End Studio w/Boston View #7,22348222,South End,42.34422,-71.07538000000001,Entire home/apt,150,1,127,2019-11-25,2.5,54,314,2020-01-31,67 days 00:00:00.000000000
7513605,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",22348222,South End,42.34505,-71.07576999999999,Entire home/apt,150,1,94,2019-11-22,1.89,54,285,2020-01-31,70 days 00:00:00.000000000
7513906,Charming & Stylish Studio on Beacon Hill #6,22348222,Downtown,42.36092,-71.06275,Entire home/apt,150,1,92,2019-11-14,1.84,54,322,2020-01-31,78 days 00:00:00.000000000
7514024,"Downtown Beacon Hill, Convenient, Comfy Studio #14",22348222,Beacon Hill,42.359359999999995,-71.06439,Entire home/apt,150,1,111,2019-11-15,3.43,54,354,2020-01-31,77 days 00:00:00.000000000
7514336,Charming & Stylish Studio on Beacon Hill #11,22348222,Beacon Hill,42.36087,-71.06299,Entire home/apt,150,1,101,2019-11-30,2.38,54,342,2020-01-31,62 days 00:00:00.000000000
7527149,Gorgeous Boston Townhouse Apartment,10502779,Beacon Hill,42.35703,-71.07056,Entire home/apt,650,4,40,2019-12-01,0.76,1,191,2020-01-31,61 days 00:00:00.000000000
7531700,Charming & Stylish Studio on Beacon Hill #3,22348222,Beacon Hill,42.360929999999996,-71.06398,Entire home/apt,150,1,123,2019-11-17,2.39,54,361,2020-01-31,75 days 00:00:00.000000000
7540480,Parlor South End charm with deck,38611099,South End,42.3437,-71.06922,Entire home/apt,165,29,189,2019-11-11,3.66,2,160,2020-01-31,81 days 00:00:00.000000000
7575052,Sunny and Quiet top floor #8,9653086,South End,42.34055,-71.07511,Entire home/apt,200,30,74,2019-10-28,1.4,6,274,2020-01-31,95 days 00:00:00.000000000
7582224,2Bed/2Bath apartment at Kendall Sq,28749942,West End,42.3623,-71.06851999999999,Entire home/apt,149,1,26,2019-09-24,0.53,9,147,2020-01-31,129 days 00:00:00.000000000
7596262,Luxurious 1-Bedroom West End Apartment - by MGH,30283594,West End,42.36503,-71.06914,Entire home/apt,139,3,9,2018-04-03,0.17,87,364,2020-01-31,668 days 00:00:00.000000000
7611271,Spacious Family Accommodations,953185,South Boston,42.33182,-71.03399,Entire home/apt,598,1,58,2019-11-17,1.1,1,59,2020-01-31,75 days 00:00:00.000000000
7614517,Beacon Hill Studio w/ patio&parking,39934024,Beacon Hill,42.36033,-71.06792,Entire home/apt,200,3,238,2019-12-02,4.58,1,0,2020-01-31,60 days 00:00:00.000000000
7620413,Spectacular Brownstone in South End,38708629,South End,42.341409999999996,-71.08173000000001,Entire home/apt,200,14,2,2015-09-27,0.04,1,0,2020-01-31,1587 days 00:00:00.000000000
7633883,Beacon Hill Duplex on Charles|3 BR 2BA,814298,Beacon Hill,42.35738,-71.07135,Entire home/apt,769,2,80,2019-11-25,1.55,94,72,2020-01-31,67 days 00:00:00.000000000
7635616,Charming & Stylish Studio on Beacon Hill #9,22348222,Beacon Hill,42.3596,-71.06390999999999,Entire home/apt,150,1,146,2019-11-25,2.94,54,283,2020-01-31,67 days 00:00:00.000000000
7637094,"2BD, Steps to Hospitals, T&Colleges",40067818,Longwood Medical Area,42.34213,-71.10703000000001,Entire home/apt,100,4,0,,,1,0,2020-01-31,
7645153,Boston Seaport | Fort Point Luxury Escape w Gym!,20114673,South Boston Waterfront,42.349059999999994,-71.04758000000001,Entire home/apt,220,91,8,2018-11-11,0.49,1,0,2020-01-31,446 days 00:00:00.000000000
7651065,Come Home to Boston,15396970,Roslindale,42.28451,-71.13626,Private room,68,2,110,2019-11-25,2.1,4,0,2020-01-31,67 days 00:00:00.000000000
7678756,Gorgeous and Renovated Condo,25716111,East Boston,42.3799,-71.0296,Entire home/apt,95,5,6,2017-05-22,0.12,1,0,2020-01-31,984 days 00:00:00.000000000
7692933,Perfect for 1,9508341,Brighton,42.35568,-71.16214000000001,Private room,65,1,297,2019-11-27,5.69,2,333,2020-01-31,65 days 00:00:00.000000000
7693354,L’Auberge de Savin Hill,28184994,Dorchester,42.31268,-71.05372,Private room,72,2,293,2019-11-10,5.6,1,0,2020-01-31,82 days 00:00:00.000000000
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",22348222,South End,42.34403,-71.07717,Entire home/apt,150,1,85,2019-11-03,2.04,54,279,2020-01-31,89 days 00:00:00.000000000
7694559,"Heart of South End, Convenient, Comfy Studio #32",22348222,South End,42.34513,-71.07513,Entire home/apt,150,1,74,2019-10-30,2.23,54,321,2020-01-31,93 days 00:00:00.000000000
7713815,Charming & Stylish Studio on Beacon Hill #2,22348222,Beacon Hill,42.35958,-71.06397,Entire home/apt,150,1,87,2019-11-15,2.15,54,347,2020-01-31,77 days 00:00:00.000000000
7714627,Beautiful South End Penthouse!,20627610,South End,42.34384,-71.07183,Entire home/apt,175,2,204,2019-12-01,3.94,1,120,2020-01-31,61 days 00:00:00.000000000
7728499,Charming & Stylish Studio on Beacon Hill #8,22348222,Downtown,42.35953,-71.06249,Entire home/apt,150,1,154,2019-11-14,2.99,54,280,2020-01-31,78 days 00:00:00.000000000
7809904,Amazing view near Airport/Downtown,7956208,East Boston,42.37005,-71.0417,Entire home/apt,150,28,79,2018-08-30,1.52,2,0,2020-01-31,519 days 00:00:00.000000000
7832890,Comfy Beacon Hill Studio Great for Work Travel #7,22348222,Downtown,42.35942,-71.06232,Entire home/apt,150,1,162,2019-12-01,3.8,54,274,2020-01-31,61 days 00:00:00.000000000
7837202,Charming & Stylish Studio on Beacon Hill #15,22348222,Beacon Hill,42.36099,-71.06444,Entire home/apt,150,91,85,2019-11-16,1.95,54,359,2020-01-31,76 days 00:00:00.000000000
7840411,Cozy House in Quiet Neighborhood,41306542,Hyde Park,42.25934,-71.11780999999999,Entire home/apt,180,28,6,2017-07-21,0.12,2,0,2020-01-31,924 days 00:00:00.000000000
7854569,Quiet and safe,41390416,West Roxbury,42.29402,-71.15136,Private room,90,1,0,,,1,0,2020-01-31,
7854872,Charming & Stylish Studio on Beacon Hill #12,22348222,Beacon Hill,42.35934,-71.06291999999999,Entire home/apt,150,1,104,2019-11-26,2.09,54,334,2020-01-31,66 days 00:00:00.000000000
7856208,Large bedroom in South End w/ Patio,41439483,South End,42.34203,-71.07256,Private room,180,1,0,,,1,0,2020-01-31,
7868209,Beautiful Sunny Bedroom in Boston,31545543,Allston,42.35026,-71.12703,Private room,76,1,2,2015-08-24,0.04,2,0,2020-01-31,1621 days 00:00:00.000000000
7880828,"Cozy Room near Logan Airport ,T very near to Dtown",41542719,East Boston,42.37747,-71.03034,Private room,53,1,350,2019-11-18,6.69,5,81,2020-01-31,74 days 00:00:00.000000000
7900936,Morning Glory Bed & Breakfast!,41658743,Hyde Park,42.24201,-71.12378000000001,Private room,75,1,131,2019-11-30,2.5,1,332,2020-01-31,62 days 00:00:00.000000000
7910223,Authentic Charming home in JP (Boston) near Subway,30490577,Jamaica Plain,42.31592,-71.09958,Entire home/apt,160,7,242,2019-11-11,4.67,3,0,2020-01-31,81 days 00:00:00.000000000
7911936,"Downtown Beacon Hill, Convenient, Comfy Studio #1",22348222,Beacon Hill,42.36084,-71.06413,Entire home/apt,150,1,83,2019-11-17,1.64,54,349,2020-01-31,75 days 00:00:00.000000000
7913309,Studio apartment conveniently located in Downtown,41726345,Downtown,42.355270000000004,-71.06109000000001,Entire home/apt,99,91,22,2017-08-13,0.6,1,0,2020-01-31,901 days 00:00:00.000000000
7916575,"Centrally located Studio in Boston ,#35",22348222,South End,42.3453,-71.07749,Entire home/apt,150,1,93,2019-11-24,2.73,54,252,2020-01-31,68 days 00:00:00.000000000
7927765,Andrew Sq Room Close to T&Shops,18479599,Dorchester,42.32427,-71.05963,Private room,75,91,4,2017-04-01,0.09,8,246,2020-01-31,1035 days 00:00:00.000000000
7933149,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,South Boston,42.34305,-71.05566999999999,Private room,144,29,25,2019-04-09,0.48,94,62,2020-01-31,297 days 00:00:00.000000000
7934491,A Very Large Room - Beige Room,18479599,Dorchester,42.32485,-71.05936,Private room,100,28,1,2016-10-28,0.03,8,273,2020-01-31,1190 days 00:00:00.000000000
7939556,Andrew Sq - Quiet Yellow Room,18479599,Dorchester,42.32586,-71.05797,Private room,100,91,1,2015-10-02,0.02,8,365,2020-01-31,1582 days 00:00:00.000000000
7949859,A Very Large Room- Great for Couple,18479599,Dorchester,42.32456,-71.05983,Private room,85,28,6,2019-04-17,0.14,8,365,2020-01-31,289 days 00:00:00.000000000
7965521,South End 1 Bedroom PERFECTION!,22110106,South End,42.34451,-71.0739,Entire home/apt,215,1,167,2019-11-21,3.29,2,233,2020-01-31,71 days 00:00:00.000000000
7984226,North End Studio,36050005,North End,42.36388,-71.05765,Entire home/apt,250,1,0,,,1,0,2020-01-31,
8014642,Nice bedroom in a shared apt.,17549955,Roxbury,42.325540000000004,-71.09756999999999,Private room,79,1,2,2015-09-08,0.04,1,0,2020-01-31,1606 days 00:00:00.000000000
8014683,One-Bed Condo (Downtown Boston),24123098,Leather District,42.35177,-71.05705,Entire home/apt,179,2,2,2015-11-25,0.04,1,0,2020-01-31,1528 days 00:00:00.000000000
8025718,"Charming Studio in Boston Brownstone, #6",22348222,South End,42.34341,-71.07604,Entire home/apt,150,1,82,2019-11-16,1.6,54,283,2020-01-31,76 days 00:00:00.000000000
8055839,Updated South Boston Condo,39621923,South Boston,42.33651,-71.05514000000001,Entire home/apt,200,2,5,2015-10-12,0.1,1,0,2020-01-31,1572 days 00:00:00.000000000
8063815,High End 1BR Apartment in Boston's Fenway Area,30283594,Fenway,42.34548,-71.10136999999999,Entire home/apt,124,28,1,2016-09-19,0.03,87,89,2020-01-31,1229 days 00:00:00.000000000
8065282,"2BR Steps to Train & Airport, Close to Downtown",16284736,East Boston,42.374970000000005,-71.03336999999999,Entire home/apt,185,91,355,2019-11-18,6.9,5,87,2020-01-31,74 days 00:00:00.000000000
8067585,Friendly Resting Spot/Great Transit,27756951,Jamaica Plain,42.30513,-71.11423,Private room,95,91,32,2019-05-26,0.68,1,88,2020-01-31,250 days 00:00:00.000000000
8081699,"Lovely Spacious Studio ""Sanctuary in the City""",42688244,Roxbury,42.32342,-71.07822,Entire home/apt,150,3,16,2019-11-10,1.98,1,236,2020-01-31,82 days 00:00:00.000000000
8081935,Lux 1-Bedroom Apartment in Boston Fenway!,30283594,Fenway,42.3447,-71.10115,Entire home/apt,139,28,0,,,87,89,2020-01-31,
8082512,"Stylish Downtown Studio in the Boston, C.Ave# 34",22348222,South End,42.34468,-71.07663000000001,Entire home/apt,150,1,62,2019-11-11,1.23,54,343,2020-01-31,81 days 00:00:00.000000000
8097453,Luxury 1-Bedroom Boston Apartment in Fenway!,30283594,Fenway,42.34387,-71.10226999999999,Entire home/apt,141,28,1,2015-09-28,0.02,87,364,2020-01-31,1586 days 00:00:00.000000000
8162168,Stylish 2BR  Apt-walking distance to Fenway Park!,30283594,Fenway,42.34472,-71.0993,Entire home/apt,175,28,9,2018-08-25,0.25,87,354,2020-01-31,524 days 00:00:00.000000000
8163273,Lovely 2BR apt near Fenway Park,30283594,Fenway,42.34476,-71.10061999999999,Entire home/apt,189,28,3,2018-04-01,0.07,87,364,2020-01-31,670 days 00:00:00.000000000
8164146,Furnished 2-BR Apartment near Boston University,30283594,Fenway,42.3434,-71.09945,Entire home/apt,177,28,4,2019-06-02,0.31,87,89,2020-01-31,243 days 00:00:00.000000000
8164953,Lux 2BR Boston Fenway Apt. - Landmark Center!,30283594,Fenway,42.34454,-71.09931,Entire home/apt,179,28,5,2018-02-04,0.14,87,364,2020-01-31,726 days 00:00:00.000000000
8165898,Luxury 2BR apt located minutes from Fenway Park!,30283594,Fenway,42.343379999999996,-71.10128,Entire home/apt,189,28,5,2017-04-05,0.1,87,364,2020-01-31,1031 days 00:00:00.000000000
8170181,Gorgeous Beacon Hill Apartment,26303242,Beacon Hill,42.359359999999995,-71.06841999999999,Entire home/apt,90,28,186,2019-10-23,3.63,1,355,2020-01-31,100 days 00:00:00.000000000
8187052,Luxury 2BR/2Bath near the Boston University!,30283594,Fenway,42.345859999999995,-71.10011999999999,Entire home/apt,176,28,4,2019-04-16,0.11,87,364,2020-01-31,290 days 00:00:00.000000000
8193344,1 Bedroom ✅ Patio  ✅ Full-Kitchen (II),43217109,South End,42.33832,-71.07659,Private room,125,1,145,2019-11-23,2.81,6,341,2020-01-31,69 days 00:00:00.000000000
8200839,Boston ✅ 1 Bedroom ✅ Patio ✅ Full-Kitchen (III),43217109,South End,42.336059999999996,-71.07477,Private room,125,1,137,2019-11-24,2.66,6,318,2020-01-31,68 days 00:00:00.000000000
8201104,Boston ✅ 3 Bedrooms ✅ Patio ✅ Full-Kitchen,43217109,South End,42.3375,-71.07654000000001,Entire home/apt,400,4,8,2019-05-22,0.18,6,288,2020-01-31,254 days 00:00:00.000000000
8206536,"Centrally located Studio in the SouthEnd, #25",22348222,South End,42.34491,-71.07523,Entire home/apt,150,1,111,2019-11-11,3.39,54,320,2020-01-31,81 days 00:00:00.000000000
8224214,Welcome2Boston2: Near BC/BU/Harvard,29066313,Brighton,42.34057,-71.1513,Entire home/apt,165,30,150,2019-08-10,2.93,2,166,2020-01-31,174 days 00:00:00.000000000
8231382,*** Sunny Studio *** near Airport & Train stop,23777641,East Boston,42.37672,-71.03655,Entire home/apt,62,31,151,2019-11-03,3.07,2,44,2020-01-31,89 days 00:00:00.000000000
8265182,"2 Queen Beds, Free WIFi&Parking",43544288,West Roxbury,42.27391,-71.16762,Private room,45,28,62,2019-11-03,1.43,6,364,2020-01-31,89 days 00:00:00.000000000
8271384,Bright & Open Studio by Convention Center,43613912,South Boston Waterfront,42.343059999999994,-71.05173,Entire home/apt,119,2,305,2019-11-25,5.93,3,167,2020-01-31,67 days 00:00:00.000000000
8272350,"""The Sheridan"" JP, Boston",37835016,Jamaica Plain,42.320040000000006,-71.10784,Private room,99,2,2,2015-10-26,0.04,1,0,2020-01-31,1558 days 00:00:00.000000000
8283433,Spacious bright apt in safe convenient location!,1264857,Jamaica Plain,42.31102,-71.11899,Entire home/apt,270,2,72,2019-11-10,1.85,1,314,2020-01-31,82 days 00:00:00.000000000
8301150,"Beautiful, Spacious Apt in Allston!",39088458,Allston,42.34908,-71.1369,Entire home/apt,175,2,3,2015-10-12,0.06,1,0,2020-01-31,1572 days 00:00:00.000000000
8316068,1 Bedroom ✅ Patio ✅ Full-Kitchen (I),43217109,South End,42.3368,-71.07649,Private room,125,1,132,2019-11-24,2.87,6,318,2020-01-31,68 days 00:00:00.000000000
8325544,2BR Lux Apt. in Boston Fenway,30283594,Fenway,42.34535,-71.10203,Entire home/apt,182,28,10,2018-09-10,0.24,87,364,2020-01-31,508 days 00:00:00.000000000
8334845,Lux Furnished Boston Fenway 2BR Apt,30283594,Fenway,42.34302,-71.09985999999999,Entire home/apt,175,28,3,2016-11-16,0.08,87,89,2020-01-31,1171 days 00:00:00.000000000
8335210,2br furnished Apt. in Boston Fenway,30283594,Fenway,42.34472,-71.10175,Entire home/apt,199,91,1,2016-01-10,0.02,87,180,2020-01-31,1482 days 00:00:00.000000000
8336609,Modern 2BR apt near Boston's Children Hospital!,30283594,Fenway,42.34507,-71.10144,Entire home/apt,183,28,6,2018-05-11,0.13,87,364,2020-01-31,630 days 00:00:00.000000000
8354938,"Luxury 2 bed JP Boston w/ Netflix,parking,laundry",206353,Jamaica Plain,42.314659999999996,-71.09929,Entire home/apt,192,2,76,2019-09-14,1.51,1,0,2020-01-31,139 days 00:00:00.000000000
8381472,Beautiful brown stone in South End,44169062,South End,42.343090000000004,-71.0798,Entire home/apt,400,1,0,,,1,0,2020-01-31,
8390793,awesome apartment in great location,44203099,North End,42.36652,-71.05679,Private room,50,2,0,,,1,0,2020-01-31,
8402408,Room on Top - South End brownstone,44162105,Roxbury,42.336909999999996,-71.07748000000001,Private room,95,91,396,2019-11-22,8.55,1,105,2020-01-31,70 days 00:00:00.000000000
8403945,"Charming Studio in Boston Brownstone, C. Ave #33",22348222,South End,42.34561,-71.07699000000001,Entire home/apt,150,3,78,2019-10-15,2.3,54,355,2020-01-31,108 days 00:00:00.000000000
8442940,Sunny and charming home in historic neighborhood,3022224,Charlestown,42.378679999999996,-71.06338000000001,Entire home/apt,149,2,224,2019-11-26,4.4,1,45,2020-01-31,66 days 00:00:00.000000000
8458210,Large 2 BR | 1BA in the North End,9410008,North End,42.36858,-71.05359,Entire home/apt,270,2,209,2019-11-30,4.13,18,325,2020-01-31,62 days 00:00:00.000000000
8469735,Boston Gladstone,40995423,East Boston,42.38998,-71.00282,Private room,50,30,12,2019-01-16,0.24,1,365,2020-01-31,380 days 00:00:00.000000000
8518237,Executive Garden Apartment,44851947,Brighton,42.341,-71.15942,Entire home/apt,239,2,195,2019-11-29,3.82,1,167,2020-01-31,63 days 00:00:00.000000000
8523157,Bright & Spacious Private Room & Bath,30240262,Dorchester,42.31507,-71.06343000000001,Private room,85,1,63,2019-11-18,1.41,1,346,2020-01-31,74 days 00:00:00.000000000
8552338,Sunny Room  Allston,17892292,Allston,42.36022,-71.13356,Private room,50,1,27,2018-07-02,0.54,5,0,2020-01-31,578 days 00:00:00.000000000
8575476,TRUE South End PERFECTION!!!!,22110106,South End,42.34387,-71.07417,Entire home/apt,215,1,149,2019-11-27,2.95,2,23,2020-01-31,65 days 00:00:00.000000000
8584276,Furnished Back Bay 345,3521413,Back Bay,42.35032,-71.08681,Entire home/apt,235,30,9,2017-04-18,0.18,1,0,2020-01-31,1018 days 00:00:00.000000000
8607856,Sunny Modern 2BR apt in Boston,31545543,Allston,42.34807,-71.13539,Entire home/apt,298,2,0,,,2,0,2020-01-31,
8624898,"3BR Steps to Train & Airport, Close to Downtown",16284736,East Boston,42.37574,-71.0318,Entire home/apt,185,92,314,2019-11-03,6.21,5,0,2020-01-31,89 days 00:00:00.000000000
8634599,"Stunning suite, historic victorian",45402419,Jamaica Plain,42.310629999999996,-71.11184,Private room,156,3,41,2019-10-29,0.81,3,365,2020-01-31,94 days 00:00:00.000000000
8645254,"Lovely, Quiet Room",41306542,Hyde Park,42.2597,-71.11936999999999,Private room,45,28,11,2019-11-26,0.25,2,299,2020-01-31,66 days 00:00:00.000000000
8714682,Private room with Spectacular view,15015493,Allston,42.35385,-71.1221,Private room,60,1,0,,,1,0,2020-01-31,
8720718,"Private studio, awesome location!!",45771009,Jamaica Plain,42.315690000000004,-71.10621,Private room,85,1,416,2019-11-24,8.28,2,280,2020-01-31,68 days 00:00:00.000000000
